Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,4000000,0.0004539490,s
5000,4000000,0.0005059242,n
61396,4000000,0.0004961491,n
152503,4000000,0.0004630089,n
214826,4000000,0.0005199909,n
322486,4000000,0.0004420280,s
3128036,4000000,0.0007088184,s
6337399,4000000,0.0005149841,s
10393545,4000000,0.0004980564,s
14700764,4000000,0.0005109310,n
187645041,4000000,0.0008540154,n
450057883,4000000,0.0005180836,n
1295390003,4000000,0.0005118847,n
1360839354,4000000,0.0005130768,n
1493283650,4000000,0.0005140305,n
1843349527,4000000,0.0006430149,n
1980098116,4000000,0.0087139606,n
2109248666,4000000,0.0005948544,n
2147445644,4000000,0.0004768372,n
2147470852,4000000,0.0013809204,n
